id,university,season,school_year,sport,revenue_thousands,expense_thousands,profit_thousands,athletes,revenue_athlete,expense_athlete,profit_athlete
8444,El Camino Community College District,2009,2009-2010,Football,179.44,177,2.45,87,2062.53,2034.48,28.16
8445,Macalester College,2009,2009-2010,Football,324.62,324.62,0,57,5695.09,5695.09,0
8446,Methodist University,2009,2009-2010,Football,378.18,372.6,5.58,144,2626.25,2587.5,38.75
8447,Mt. San Jacinto Community College District,2009,2009-2010,Football,98.18,104.55,-6.37,72,1363.61,1452.08,-88.47
8448,Taylor University,2009,2009-2010,Football,1030.05,985.15,44.9,59,17458.47,16697.46,761.02
8449,The University of Tennessee at Chattanooga,2009,2009-2010,Football,2679.48,2679.48,0,115,23299.83,23299.83,0
8450,University of Central Missouri,2009,2009-2010,Football,1556.34,1556.34,0,115,13533.39,13533.39,0
8451,Victor Valley College,2009,2009-2010,Football,86.23,84.32,1.91,75,1149.73,1124.27,25.47
8452,West Hills College-Coalinga,2009,2009-2010,Football,72.7,64.36,8.35,68,1069.12,946.47,122.79
8453,Bethune-Cookman University,2009,2009-2010,Football,3377.49,3377.49,0,82,41188.9,41188.9,0
8454,Coahoma Community College,2009,2009-2010,Football,548.69,548.69,0,55,9976.18,9976.18,0
8455,Concordia College-Selma,2009,2009-2010,Football,437.43,437.43,0,153,2859.02,2859.02,0
8456,Fond Du Lac Tribal And Community College,2009,2009-2010,Football,77.04,77.04,0,43,1791.63,1791.63,0
8457,Harper College,2009,2009-2010,Football,108.06,108.06,0,78,1385.38,1385.38,0
8458,Mckendree University,2009,2009-2010,Football,931.77,931.77,0,134,6953.51,6953.51,0
8459,Missouri University of Science And Technology,2009,2009-2010,Football,1312.79,1329.9,-17.1,123,10673.09,10812.2,-139.02
8460,Montana State University,2009,2009-2010,Football,5433.82,4443.33,990.49,104,52248.27,42724.33,9523.94
8461,Rutgers University-New Brunswick,2009,2009-2010,Football,19494.26,19494.26,0,119,163817.31,163817.31,0
8462,Texas College,2009,2009-2010,Football,292.59,205.7,86.89,64,4571.72,3214.06,1357.66
8463,University of Kansas,2009,2009-2010,Football,17885.18,16270.25,1614.93,113,158275.93,143984.51,14291.42
8464,University of Massachusetts Amherst,2009,2009-2010,Football,4332.84,4332.84,0,102,42478.82,42478.82,0
8465,University of Nebraska-Lincoln,2009,2009-2010,Football,49928.23,17843.85,32084.38,153,326328.3,116626.47,209701.83
8466,University of Pittsburgh-Pittsburgh Campus,2009,2009-2010,Football,22513.34,17441.03,5072.3,108,208456.85,161491.02,46965.74
8467,Waynesburg University,2009,2009-2010,Football,356.31,330.15,26.16,116,3071.64,2846.12,225.52
8468,Whitworth University,2009,2009-2010,Football,421.59,407.68,13.92,81,5204.81,5033.09,171.85
8469,Arizona State University,2009,2009-2010,Football,29587.24,17977.99,11609.25,115,257280.35,156330.35,100950
8470,Asa Institute of Business And Computer Technology,2009,2009-2010,Football,387.18,375.78,11.4,50,7743.6,7515.6,228
8471,Bentley University,2009,2009-2010,Football,671.74,678.73,-6.99,93,7223.01,7298.17,-75.16
8472,Carroll University,2009,2009-2010,Football,183.14,183.14,0,118,1552.03,1552.03,0
8473,Grand View University,2009,2009-2010,Football,1082.5,1082.5,0,94,11515.96,11515.96,0
8474,Heidelberg University,2009,2009-2010,Football,406.59,406.59,0,142,2863.31,2863.31,0
8475,Husson University,2009,2009-2010,Football,217.02,217.02,0,102,2127.65,2127.65,0
8476,Kent State University Kent Campus,2009,2009-2010,Football,4394.68,4394.68,0,84,52317.62,52317.62,0
8477,Lenoir-Rhyne University,2009,2009-2010,Football,1341.9,1304.52,37.38,118,11372.03,11055.25,316.78
8478,Lock Haven University,2009,2009-2010,Football,605.5,640.53,-35.03,81,7475.31,7907.78,-432.47
8479,Malone University,2009,2009-2010,Football,1099.31,1099.31,0,114,9643.07,9643.07,0
8480,Trine University,2009,2009-2010,Football,387.83,362.21,25.62,157,2470.25,2307.07,163.18
8481,University at Buffalo,2009,2009-2010,Football,5271.14,5271.14,0,99,53243.84,53243.84,0
8482,University of Louisiana Monroe,2009,2009-2010,Football,2982.37,2982.37,0,107,27872.62,27872.62,0
8483,Antelope Valley College,2009,2009-2010,Football,105.99,105.99,0,85,1246.94,1246.94,0
8484,Belhaven University,2009,2009-2010,Football,1331.89,1321.37,10.51,98,13590.71,13483.37,107.24
8485,Cisco College,2009,2009-2010,Football,427.15,427.15,0,106,4029.72,4029.72,0
8486,Dakota College at Bottineau,2009,2009-2010,Football,78.27,78.27,0,40,1956.75,1956.75,0
8487,Marian University,2009,2009-2010,Football,1524.75,1524.75,0,101,15096.53,15096.53,0
8488,Marian University,2009,2009-2010,Football,1524.75,1524.75,0,101,15096.53,15096.53,0
8489,Muskingum University,2009,2009-2010,Football,336.48,335.64,0.83,147,2288.98,2283.27,5.65
8490,Sewanee-The University of The South,2009,2009-2010,Football,346.78,356.53,-9.76,70,4954,5093.29,-139.43
8491,University of Arkansas,2009,2009-2010,Football,48524.24,22005.1,26519.14,127,382080.63,173268.5,208812.13
8492,University of South Florida-Main Campus,2009,2009-2010,Football,16562.39,12177.18,4385.21,104,159253.75,117088.27,42165.48
8493,West Liberty University,2009,2009-2010,Football,1033.3,1009.33,23.97,97,10652.58,10405.46,247.11
8494,Bluffton University,2010,2010-2011,Football,364.93,364.93,0,124,2942.98,2942.98,0
8495,Abilene Christian University,2010,2010-2011,Football,1983.6,1998.46,-14.87,147,13493.88,13594.97,-101.16
8496,Adams State College,2010,2010-2011,Football,872.09,872.09,0,138,6319.49,6319.49,0
8497,Adrian College,2010,2010-2011,Football,317.41,301.5,15.91,158,2008.92,1908.23,100.7
8498,Alabama A & M University,2010,2010-2011,Football,2112.24,2112.24,0,85,24849.88,24849.88,0
8499,Alabama State University,2010,2010-2011,Football,2557.16,2557.16,0,80,31964.5,31964.5,0
8500,Albany State University,2010,2010-2011,Football,1149.21,1148.87,0.34,75,15322.8,15318.27,4.53
8501,Albion College,2010,2010-2011,Football,381.45,381.45,0,94,4057.98,4057.98,0
8502,Albright College,2010,2010-2011,Football,423.96,423.96,0,154,2752.99,2752.99,0
8503,Alcorn State University,2010,2010-2011,Football,1565.14,1554.98,10.15,78,20065.9,19935.64,130.13
8504,Alfred University,2010,2010-2011,Football,501.92,461.98,39.94,175,2868.11,2639.89,228.23
8505,Allan Hancock College,2010,2010-2011,Football,85.19,83.11,2.08,64,1331.09,1298.59,32.5
8506,Allegheny College,2010,2010-2011,Football,458.42,458.42,0,121,3788.6,3788.6,0
8507,Alma College,2010,2010-2011,Football,345.24,345.24,0,105,3288,3288,0
8508,American International College,2010,2010-2011,Football,1319.3,1312.68,6.62,112,11779.46,11720.36,59.11
8509,American River College,2010,2010-2011,Football,116.22,116.22,0,80,1452.75,1452.75,0
8510,Amherst College,2010,2010-2011,Football,551.51,527.61,23.9,76,7256.71,6942.24,314.47
8511,Anderson University,2010,2010-2011,Football,236.27,235.51,0.76,106,2228.96,2221.79,7.17
8512,Anderson University,2010,2010-2011,Football,236.27,235.51,0.76,106,2228.96,2221.79,7.17
8513,Angelo State University,2010,2010-2011,Football,1423.5,1423.7,-0.2,129,11034.88,11036.43,-1.55
8514,Anna Maria College,2010,2010-2011,Football,308.37,301.12,7.25,73,4224.25,4124.93,99.32
8515,Appalachian State University,2010,2010-2011,Football,4096.37,4096.37,0,96,42670.52,42670.52,0
8516,Arizona Western College,2010,2010-2011,Football,574.95,574.95,0,85,6764.12,6764.12,0
8517,Arkansas Baptist College,2010,2010-2011,Football,435.91,435.91,0,110,3962.82,3962.82,0
8518,Arkansas State University-Main Campus,2010,2010-2011,Football,4007.41,4007.41,0,123,32580.57,32580.57,0
8519,Arkansas Tech University,2010,2010-2011,Football,991.53,991.53,0,148,6699.53,6699.53,0
8520,Ashland University,2010,2010-2011,Football,2131.69,2131.69,0,124,17191.05,17191.05,0
8521,Assumption College,2010,2010-2011,Football,650.78,651.58,-0.8,95,6850.32,6858.74,-8.42
8522,Augsburg College,2010,2010-2011,Football,363.15,363.15,0,77,4716.23,4716.23,0
8523,Augustana College,2010,2010-2011,Football,1312.35,1312.35,0,98,13391.33,13391.33,0
8524,Augustana College,2010,2010-2011,Football,1312.35,1312.35,0,98,13391.33,13391.33,0
8525,Augustana College,2010,2010-2011,Football,496.24,498.52,-2.28,126,3938.41,3956.51,-18.1
8526,Augustana College,2010,2010-2011,Football,496.24,498.52,-2.28,126,3938.41,3956.51,-18.1
8527,Aurora University,2010,2010-2011,Football,266.66,263.96,2.7,121,2203.8,2181.49,22.31
8528,Austin College,2010,2010-2011,Football,307.82,307.82,0,92,3345.87,3345.87,0
8529,Austin Peay State University,2010,2010-2011,Football,1771.71,1776.79,-5.08,81,21872.96,21935.68,-62.72
8530,Averett University,2010,2010-2011,Football,489.69,489.69,0,114,4295.53,4295.53,0
8531,Avila University,2010,2010-2011,Football,861.71,861.71,0,65,13257.08,13257.08,0
8532,Azusa Pacific University,2010,2010-2011,Football,1213.89,1083.23,130.66,106,11451.79,10219.15,1232.64
8533,Bacone College,2010,2010-2011,Football,1156.42,1104.27,52.15,124,9325.97,8905.4,420.56
8534,Bakersfield College,2010,2010-2011,Football,260.01,150.41,109.6,76,3421.18,1979.08,1442.11
8535,Baldwin-Wallace College,2010,2010-2011,Football,456.38,456.38,0,151,3022.38,3022.38,0
8536,Ball State University,2010,2010-2011,Football,5735.42,5735.42,0,112,51209.11,51209.11,0
8537,Bates College,2010,2010-2011,Football,398.83,407.75,-8.92,67,5952.69,6085.82,-133.13
8538,Baylor University,2010,2010-2011,Football,15031.96,14577.04,454.91,119,126318.99,122496.13,3822.77
8539,Becker College,2010,2010-2011,Football,171.44,169.35,2.08,91,1883.96,1860.99,22.86
8540,Beloit College,2010,2010-2011,Football,222.5,222.5,0,56,3973.21,3973.21,0
8541,Bemidji State University,2010,2010-2011,Football,660.02,660.02,0,105,6285.9,6285.9,0
8542,Benedict College,2010,2010-2011,Football,1987.65,1987.65,0,97,20491.24,20491.24,0
8543,Benedictine College,2010,2010-2011,Football,1127.76,1127.76,0,180,6265.33,6265.33,0
8544,Benedictine University,2010,2010-2011,Football,364.28,345.55,18.74,92,3959.57,3755.98,203.7
8545,Bethany College,2010,2010-2011,Football,549.06,549.06,0,68,8074.41,8074.41,0
8546,Bethany College,2010,2010-2011,Football,549.06,549.06,0,68,8074.41,8074.41,0
8547,Bethany College,2010,2010-2011,Football,384.19,394.22,-10.04,139,2763.96,2836.12,-72.23
8548,Bethany College,2010,2010-2011,Football,384.19,394.22,-10.04,139,2763.96,2836.12,-72.23
8549,Bethel University,2010,2010-2011,Football,1757.95,1757.95,0,115,15286.52,15286.52,0
8550,Bethel University,2010,2010-2011,Football,1757.95,1757.95,0,115,15286.52,15286.52,0
8551,Bethel University,2010,2010-2011,Football,372.73,372.73,0,90,4141.44,4141.44,0
8552,Bethel University,2010,2010-2011,Football,372.73,372.73,0,90,4141.44,4141.44,0
8553,Birmingham Southern College,2010,2010-2011,Football,492.33,492.33,0,113,4356.9,4356.9,0
8554,Black Hills State University,2010,2010-2011,Football,341.63,341.63,0,99,3450.81,3450.81,0
8555,Blinn College,2010,2010-2011,Football,632.67,622.73,9.94,85,7443.18,7326.24,116.94
8556,Bloomsburg University of Pennsylvania,2010,2010-2011,Football,1079.62,752.4,327.23,90,11995.78,8360,3635.89
8557,Boise State University,2010,2010-2011,Football,12950.61,7834.32,5116.29,107,121033.74,73217.94,47815.79
8558,Boston College,2010,2010-2011,Football,20529.42,18603.24,1926.18,103,199314.76,180613.98,18700.78
8559,Bowdoin College,2010,2010-2011,Football,550.84,516.87,33.97,71,7758.31,7279.86,478.45
8560,Bowie State University,2010,2010-2011,Football,895.73,737.21,158.53,67,13369.1,11003.13,2366.12
8561,Bowling Green State University-Main Campus,2010,2010-2011,Football,4845.51,4845.51,0,105,46147.71,46147.71,0
8562,Brevard College,2010,2010-2011,Football,1127.13,1127.13,0,99,11385.15,11385.15,0
8563,Briar Cliff University,2010,2010-2011,Football,767.82,767.82,0,102,7527.65,7527.65,0
8564,Bridgewater College,2010,2010-2011,Football,367.17,367.17,0,147,2497.76,2497.76,0
8565,Brown University,2010,2010-2011,Football,1673.14,1673.14,0,93,17990.75,17990.75,0
8566,Bryant University,2010,2010-2011,Football,1999.77,1999.77,0,118,16947.2,16947.2,0
8567,Bucknell University,2010,2010-2011,Football,3105.89,3105.89,0,89,34897.64,34897.64,0
8568,Buena Vista University,2010,2010-2011,Football,401.61,383.4,18.21,77,5215.71,4979.22,236.49
8569,Butler University,2010,2010-2011,Football,675.78,675.78,0,101,6690.89,6690.89,0
8570,Butte College,2010,2010-2011,Football,112.88,112.88,0,64,1763.75,1763.75,0
8571,Cabrillo College,2010,2010-2011,Football,55.82,62.89,-7.06,60,930.33,1048.17,-117.67
8572,California Lutheran University,2010,2010-2011,Football,393.07,351.93,41.14,103,3816.21,3416.8,399.42
8573,California Polytechnic State University-San Luis Obispo,2010,2010-2011,Football,2912.39,2912.39,0,90,32359.89,32359.89,0
8574,California State University-Fresno,2010,2010-2011,Football,10059.93,7040.52,3019.41,104,96730.1,67697.31,29032.79
8575,California State University-Sacramento,2010,2010-2011,Football,2741.03,2747.81,-6.78,88,31148.07,31225.11,-77.05
8576,California University of Pennsylvania,2010,2010-2011,Football,2711.01,2711.01,0,101,26841.68,26841.68,0
8577,Campbellsville University,2010,2010-2011,Football,1250.23,1206.49,43.74,62,20165,19459.52,705.48
8578,Capital University,2010,2010-2011,Football,327.79,347.5,-19.71,102,3213.63,3406.86,-193.24
8579,Carleton College,2010,2010-2011,Football,279.58,277.62,1.96,75,3727.73,3701.6,26.13
8580,Carnegie Mellon University,2010,2010-2011,Football,489.57,519.02,-29.45,111,4410.54,4675.86,-265.32
8581,Carroll College,2010,2010-2011,Football,1199.79,1104.95,94.84,113,10617.61,9778.32,839.29
8582,Carson-Newman College,2010,2010-2011,Football,1260.03,1174.68,85.35,193,6528.65,6086.42,442.23
8583,Carthage College,2010,2010-2011,Football,475.44,475.44,0,122,3897.05,3897.05,0
8584,Case Western Reserve University,2010,2010-2011,Football,414.61,419.15,-4.55,85,4877.76,4931.18,-53.53
8585,Castleton State College,2010,2010-2011,Football,254.84,246.29,8.56,98,2600.41,2513.16,87.35
8586,Catawba College,2010,2010-2011,Football,1522.94,1460.16,62.78,114,13359.12,12808.42,550.7
8587,Catholic University of America,2010,2010-2011,Football,394.13,393.94,0.2,104,3789.71,3787.88,1.92
8588,Central College,2010,2010-2011,Football,383.07,383.07,0,132,2902.05,2902.05,0
8589,Central Connecticut State University,2010,2010-2011,Football,1980.29,1773.01,207.28,87,22761.95,20379.43,2382.53
8590,Central Lakes College-Brainerd,2010,2010-2011,Football,35.62,45.9,-10.28,68,523.82,675,-151.18
8591,Central Methodist University-College of Liberal Arts & Sciences,2010,2010-2011,Football,510.42,510.42,0,108,4726.11,4726.11,0
8592,Central Michigan University,2010,2010-2011,Football,5822.71,5822.71,0,105,55454.38,55454.38,0
8593,Central State University,2010,2010-2011,Football,822.63,815.9,6.74,75,10968.4,10878.67,89.87
8594,Central Washington University,2010,2010-2011,Football,1228.83,1228.83,0,103,11930.39,11930.39,0
8595,Centre College,2010,2010-2011,Football,284.6,264.83,19.77,92,3093.48,2878.59,214.89
8596,Cerritos College,2010,2010-2011,Football,327.8,266.24,61.55,118,2777.97,2256.27,521.61
8597,Chabot College,2010,2010-2011,Football,125.95,125.95,0,77,1635.71,1635.71,0
8598,Chadron State College,2010,2010-2011,Football,1098.03,1098.03,0,130,8446.38,8446.38,0
8599,Chaffey College,2010,2010-2011,Football,258.95,213.98,44.97,101,2563.86,2118.61,445.25
8600,Chapman University,2010,2010-2011,Football,271.31,271.31,0,94,2886.28,2886.28,0
8601,Charleston Southern University,2010,2010-2011,Football,2733.63,2329.63,404,86,31786.4,27088.72,4697.67
8602,Cheyney University of Pennsylvania,2010,2010-2011,Football,375.77,366.26,9.51,46,8168.91,7962.17,206.74
8603,Christopher Newport University,2010,2010-2011,Football,540.55,540.55,0,125,4324.4,4324.4,0
8604,Citadel Military College of South Carolina,2010,2010-2011,Football,4293.43,3927.94,365.5,125,34347.44,31423.52,2924
8605,Citrus College,2010,2010-2011,Football,199.96,194.45,5.51,72,2777.22,2700.69,76.53
8606,City College of San Francisco,2010,2010-2011,Football,315.29,312.52,2.77,74,4260.68,4223.24,37.43
8607,Claremont Mckenna College,2010,2010-2011,Football,529.6,529.6,0,68,7788.24,7788.24,0
8608,Clarion University of Pennsylvania,2010,2010-2011,Football,704.54,687.08,17.46,90,7828.22,7634.22,194
8609,Clark Atlanta University,2010,2010-2011,Football,1418.48,1219.1,199.38,86,16493.95,14175.58,2318.37
8610,Clemson University,2010,2010-2011,Football,31730.04,17992.94,13737.1,113,280796.81,159229.56,121567.26
8611,Coastal Carolina University,2010,2010-2011,Football,3876.01,3876.01,0,105,36914.38,36914.38,0
8612,Coe College,2010,2010-2011,Football,272.96,264.65,8.31,94,2903.83,2815.43,88.4
8613,Coffeyville Community College,2010,2010-2011,Football,531.64,491.76,39.87,85,6254.59,5785.41,469.06
8614,Colby College,2010,2010-2011,Football,311.04,311.04,0,70,4443.43,4443.43,0
8615,Colgate University,2010,2010-2011,Football,4530.36,4530.36,0,76,59610,59610,0
8616,College of Dupage,2010,2010-2011,Football,287.91,287.91,0,80,3598.88,3598.88,0
8617,College of Mount St. Joseph,2010,2010-2011,Football,346.41,346.41,0,132,2624.32,2624.32,0
8618,College of San Mateo,2010,2010-2011,Football,176.2,145.82,30.38,74,2381.08,1970.54,410.54
8619,College of The Canyons,2010,2010-2011,Football,105.61,105.61,0,79,1336.84,1336.84,0
8620,College of The Desert,2010,2010-2011,Football,180.37,180.37,0,89,2026.63,2026.63,0
8621,College of The Holy Cross,2010,2010-2011,Football,3792.74,3792.74,0,102,37183.73,37183.73,0
8622,College of The Redwoods,2010,2010-2011,Football,142.62,127.32,15.29,85,1677.88,1497.88,179.88
8623,College of The Sequoias,2010,2010-2011,Football,142.93,142.93,0,66,2165.61,2165.61,0
8624,College of The Siskiyous,2010,2010-2011,Football,162.54,162.54,0,83,1958.31,1958.31,0
8625,College of William And Mary,2010,2010-2011,Football,3950.9,4941.49,-990.59,100,39509,49414.9,-9905.9
8626,Colorado School of Mines,2010,2010-2011,Football,1404.45,1404.45,0,117,12003.85,12003.85,0
8627,Colorado State University-Pueblo,2010,2010-2011,Football,1130.72,1005.27,125.45,140,8076.57,7180.5,896.07
8628,Columbia University In The City of New York,2010,2010-2011,Football,2670.24,2670.24,0,110,24274.91,24274.91,0
8629,Concord University,2010,2010-2011,Football,1208.28,1063.52,144.76,75,16110.4,14180.27,1930.13
