Pick,Round,Player,Position,DraftFranchise,CurrentDayFranchise,DBPediaCollege_Name,Conference,Division,FormalStatedMajor,CollegeMajor,DraftYear,gradeNFL,Height.numeric,Weight,fortyYardDash,benchPress,verticalJump,broadJump,twentyYardShuttle,threeConeDrill,Wonderlic,DBPediaURI_College,DBPediaData_College,Conference.1,DBPediaURI_Conference,DBPediaData_Conference,DBPediaURI_Player,DBPediaData_Player,DBpediaURI_Position,DBpediaData_Position,DBPediaURI_DraftYear,DBPediaData_DraftYear
229,7,Everett Dawkins,DT,Minnesota Vikings,Minnesota Vikings,Florida State University,Atlantic Coast Conference,Division I,Social Sciences,Sociology,2013,71.4,6.17,292,5.06,23,30,103,4.88,7.61,NA,http://live.dbpedia.org/resource/Florida_State_University,http://live.dbpedia.org/data/Florida_State_University.json,Atlantic Coast Conference,http://live.dbpedia.org/resource/Atlantic_Coast_Conference,http://live.dbpedia.org/data/Atlantic_Coast_Conference.json,live.dbpedia.org/resource/Everett_Dawkins,live.dbpedia.org/data/Everett_Dawkins.json,live.dbpedia.org/resource/Tackle_(American_football)#Defensive_tackle,live.dbpedia.org/data/Tackle_(American_football)#Defensive_tackle.json,http://live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
230,7,Kerwynn Williams,RB,Indianapolis Colts,Indianapolis Colts,Utah State University,Mountain West Conference,Division I,Marketing,Marketing,2013,56.7,5.67,196,4.48,17,35,118,4.15,7.15,NA,http://live.dbpedia.org/resource/Utah_State_University,http://live.dbpedia.org/data/Utah_State_University.json,Mountain West Conference,http://live.dbpedia.org/resource/Mountain_West_Conference,http://live.dbpedia.org/data/Mountain_West_Conference.json,live.dbpedia.org/resource/Kerwynn_Williams,live.dbpedia.org/data/Kerwynn_Williams.json,live.dbpedia.org/resource/Running_back,live.dbpedia.org/data/Running_back.json,http://live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
231,7,Ty Powell,DE,Seattle Seahawks,Seattle Seahawks,Harding University,Great American Conference,Division II,Kinesiology,"Physical Therapy, Sports Science, Kinesiology",2013,68,6.17,249,4.64,28,37,122,4.4,6.98,NA,http://live.dbpedia.org/resource/Harding_University,http://live.dbpedia.org/data/Harding_University.json,Great American Conference,http://live.dbpedia.org/resource/Great_American_Conference,http://live.dbpedia.org/data/Great_American_Conference.json,live.dbpedia.org/resource/Ty_Powel,live.dbpedia.org/data/Ty_Powel.json,live.dbpedia.org/resource/Defensive_end,live.dbpedia.org/data/Defensive_end.json,http://live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
232,7,Sam Barrington,OLB,Green Bay Packers,Green Bay Packers,University of South Florida,Big East Conference,Division I,Interdisciplinary Social Science,Sociology,2013,53,6.08,246,4.91,22,32.5,117,NA,NA,NA,http://live.dbpedia.org/resource/University_of_South_Florida,http://live.dbpedia.org/data/University_of_South_Florida.json,Big East Conference,http://live.dbpedia.org/resource/Big_East_Conference,http://live.dbpedia.org/data/Big_East_Conference.json,live.dbpedia.org/resource/Sam_Barrington,live.dbpedia.org/data/Sam_Barrington.json,live.dbpedia.org/resource/Linebacker,live.dbpedia.org/data/Linebacker.json,http://live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
233,7,David Bass,DE,Oakland Raiders,Oakland Raiders,Missouri Western State University,Mid-America Intercollegiate Athletics Association,Division II,Criminal Justice,Criminal Justice,2013,66,6.33,262,4.84,20,30.5,111,4.33,7.07,NA,http://live.dbpedia.org/resource/Missouri_Western_State_University,http://live.dbpedia.org/data/Missouri_Western_State_University.json,Mid-America Intercollegiate Athletics Association,http://live.dbpedia.org/resource/Mid-America_Intercollegiate_Athletics_Association,http://live.dbpedia.org/data/Mid-America_Intercollegiate_Athletics_Association.json,live.dbpedia.org/resource/David_Bass_(American_football),live.dbpedia.org/data/David_Bass_(American_football).json,live.dbpedia.org/resource/Defensive_end,live.dbpedia.org/data/Defensive_end.json,http://live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
234,7,Zac Dysert,QB,Denver Broncos,Denver Broncos,Miami University,Mid-American Conference,Division I,Physical Education,"Physical Therapy, Sports Science, Kinesiology",2013,83.5,6.25,231,NA,NA,NA,NA,NA,NA,NA,http://live.dbpedia.org/resource/Miami_University,http://live.dbpedia.org/data/Miami_University.json,Mid-American Conference,http://live.dbpedia.org/resource/Mid-American_Conference,http://live.dbpedia.org/data/Mid-American_Conference.json,live.dbpedia.org/resource/Zac_Dysert,live.dbpedia.org/data/Zac_Dysert.json,live.dbpedia.org/resource/Quarterback,live.dbpedia.org/data/Quarterback.json,http://live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
235,7,Steve Beauharnais,ILB,New England Patriots,New England Patriots,Rutgers University,Big East Conference,Division I,Labor Studies,Labor Studies,2013,60.3,6.08,240,4.84,19,33,118,4.2,6.99,NA,http://live.dbpedia.org/resource/Rutgers_University,http://live.dbpedia.org/data/Rutgers_University.json,Big East Conference,http://live.dbpedia.org/resource/Big_East_Conference,http://live.dbpedia.org/data/Big_East_Conference.json,live.dbpedia.org/resource/Steve_Beauharnais,live.dbpedia.org/data/Steve_Beauharnais.json,live.dbpedia.org/resource/Linebacker,live.dbpedia.org/data/Linebacker.json,http://live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
236,7,Marquess Wilson,WR,Chicago Bears,Chicago Bears,Washington State University,Pacific-12 Conference,Division I,Undeclared,Undeclared/Undisclosed,2013,67.3,6.25,194,4.51,7,34.5,122,4.33,6.65,NA,http://live.dbpedia.org/resource/Washington_State_University,http://live.dbpedia.org/data/Washington_State_University.json,Pacific-12 Conference,http://live.dbpedia.org/resource/Pacific-12_Conference,http://live.dbpedia.org/data/Pacific-12_Conference.json,live.dbpedia.org/resource/Marquess_Wilson,live.dbpedia.org/data/Marquess_Wilson.json,live.dbpedia.org/resource/Wide_receiver,live.dbpedia.org/data/Wide_receiver.json,http://live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
237,7,B. J. Daniels,QB,San Francisco 49ers,San Francisco 49ers,University of South Florida,Big East Conference,Division I,Criminology,Criminal Justice,2013,NA,6,217,NA,NA,NA,NA,NA,NA,NA,http://live.dbpedia.org/resource/University_of_South_Florida,http://live.dbpedia.org/data/University_of_South_Florida.json,Big East Conference,http://live.dbpedia.org/resource/Big_East_Conference,http://live.dbpedia.org/data/Big_East_Conference.json,live.dbpedia.org/resource/B._J._Daniels_(American_football),live.dbpedia.org/data/B._J._Daniels_(American_football).json,live.dbpedia.org/resource/Quarterback,live.dbpedia.org/data/Quarterback.json,http://live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
238,7,Aaron Mellette,WR,Baltimore Ravens,Baltimore Ravens,Elon University,Southern Conference,Division I-AA,Sport and Event Management,"Leisure, Sport, Recreation Studies and Management",2013,61,6.17,217,4.54,9,33.5,123,4.41,7.11,NA,http://live.dbpedia.org/resource/Elon_University,http://live.dbpedia.org/data/Elon_University.json,Southern Conference,http://live.dbpedia.org/resource/Southern_Conference,http://live.dbpedia.org/data/Southern_Conference.json,live.dbpedia.org/resource/Aaron_Mellette,live.dbpedia.org/data/Aaron_Mellette.json,live.dbpedia.org/resource/Wide_receiver,live.dbpedia.org/data/Wide_receiver.json,http://live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
239,7,David King,DE,Philadelphia Eagles,Philadelphia Eagles,University of Oklahoma,Big 12 Conference,Division I,Human Relations,Sociology,2013,NA,6.42,286,NA,NA,NA,NA,NA,NA,NA,http://live.dbpedia.org/resource/University_of_Oklahoma,http://live.dbpedia.org/data/University_of_Oklahoma.json,Big 12 Conference,http://live.dbpedia.org/resource/Big_12_Conference,http://live.dbpedia.org/data/Big_12_Conference.json,live.dbpedia.org/resource/David_King_(defensive_end),live.dbpedia.org/data/David_King_(defensive_end).json,live.dbpedia.org/resource/Defensive_end,live.dbpedia.org/data/Defensive_end.json,http://live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
240,7,Reid Fragel,OT,Cincinnati Bengals,Cincinnati Bengals,Ohio State University,Big Ten Conference,Division I,Communication,Communications,2013,77,6.67,308,5.14,33,30,113,4.68,7.62,NA,http://live.dbpedia.org/resource/Ohio_State_University,http://live.dbpedia.org/data/Ohio_State_University.json,Big Ten Conference,http://live.dbpedia.org/resource/Big_Ten_Conference,http://live.dbpedia.org/data/Big_Ten_Conference.json,live.dbpedia.org/resource/Reid_Frage,live.dbpedia.org/data/Reid_Frage.json,live.dbpedia.org/resource/Tackle_(American_football)#Offensive_tackle,live.dbpedia.org/data/Tackle_(American_football)#Offensive_tackle.json,http://live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
241,7,Jared Smith,DT,Seattle Seahawks,Seattle Seahawks,University of New Hampshire,Colonial Athletic Association,Division I-AA,Sport Studies,"Leisure, Sport, Recreation Studies and Management",2013,52.1,6.25,302,5.08,28,32.5,115,4.39,7.2,NA,http://live.dbpedia.org/resource/University_of_New_Hampshire,http://live.dbpedia.org/data/University_of_New_Hampshire.json,Colonial Athletic Association,http://live.dbpedia.org/resource/Colonial_Athletic_Association,http://live.dbpedia.org/data/Colonial_Athletic_Association.json,live.dbpedia.org/resource/Jared_Smith_(American_football),live.dbpedia.org/data/Jared_Smith_(American_football).json,live.dbpedia.org/resource/Tackle_(American_football)#Defensive_tackle,live.dbpedia.org/data/Tackle_(American_football)#Defensive_tackle.json,http://live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
242,7,Michael Bowie,OT,Seattle Seahawks,Seattle Seahawks,Northeastern State University,Mid-America Intercollegiate Athletics Association,Division II,Undisclosed,Undeclared/Undisclosed,2013,NA,6.42,320,NA,NA,NA,NA,NA,NA,NA,http://live.dbpedia.org/resource/Northeastern_State_University,http://live.dbpedia.org/data/Northeastern_State_University.json,Mid-America Intercollegiate Athletics Association,http://live.dbpedia.org/resource/Mid-America_Intercollegiate_Athletics_Association,http://live.dbpedia.org/data/Mid-America_Intercollegiate_Athletics_Association.json,live.dbpedia.org/resource/Michael_Bowie,live.dbpedia.org/data/Michael_Bowie.json,live.dbpedia.org/resource/Tackle_(American_football)#Offensive_tackle,live.dbpedia.org/data/Tackle_(American_football)#Offensive_tackle.json,http://live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
243,7,Kemal Ishmael,SS,Atlanta Falcons,Atlanta Falcons,University of Central Florida,Big East Conference,Division I,General Studies,General Studies,2013,NA,5.92,206,NA,NA,NA,NA,NA,NA,NA,http://live.dbpedia.org/resource/University_of_Central_Florida,http://live.dbpedia.org/data/University_of_Central_Florida.json,Big East Conference,http://live.dbpedia.org/resource/Big_East_Conference,http://live.dbpedia.org/data/Big_East_Conference.json,live.dbpedia.org/resource/Kemal_Ishmae,live.dbpedia.org/data/Kemal_Ishmae.json,live.dbpedia.org/resource/Safety_(American_and_Cadian_football_position),live.dbpedia.org/data/Safety_(American_and_Cadian_football_position).json,http://live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
244,7,Zeke Motta,SS,Atlanta Falcons,Atlanta Falcons,Notre Dame University,NCAA Division I FBS independent schools,Division I,Industrial Design,"Industrial, and Graphic Design",2013,71.2,6.17,213,4.83,11,35.5,126,4.16,6.75,NA,http://live.dbpedia.org/resource/University_of_Notre_Dame,http://live.dbpedia.org/data/University_of_Notre_Dame.json,NCAA Division I FBS independent schools,http://live.dbpedia.org/resource/NCAA_Division_I_FBS_independent_schools,http://live.dbpedia.org/data/NCAA_Division_I_FBS_independent_schools.json,live.dbpedia.org/resource/Zeke_Motta,live.dbpedia.org/data/Zeke_Motta.json,live.dbpedia.org/resource/Safety_(American_and_Cadian_football_position),live.dbpedia.org/data/Safety_(American_and_Cadian_football_position).json,http://live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
245,7,Brandon Hepburn,ILB,Detroit Lions,Detroit Lions,Florida A&M University,Mid-Eastern Athletic Conference,Division I-AA,Biochemistry,Biochemistry,2013,51,6.17,240,4.68,21,32,124,4.55,7.4,NA,http://live.dbpedia.org/resource/Florida_A&M_University,http://live.dbpedia.org/data/Florida_A&M_University.json,Mid-Eastern Athletic Conference,http://live.dbpedia.org/resource/Mid-Eastern_Athletic_Conference,http://live.dbpedia.org/data/Mid-Eastern_Athletic_Conference.json,live.dbpedia.org/resource/Brandon_Hepburn,live.dbpedia.org/data/Brandon_Hepburn.json,live.dbpedia.org/resource/Linebacker,live.dbpedia.org/data/Linebacker.json,http://live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
246,7,Carter Bykowski,OT,San Francisco 49ers,San Francisco 49ers,Iowa State University,Big 12 Conference,Division I,Management,"Business Administration, Management",2013,NA,6.67,304,NA,NA,NA,NA,NA,NA,NA,http://live.dbpedia.org/resource/Iowa_State_University,http://live.dbpedia.org/data/Iowa_State_University.json,Big 12 Conference,http://live.dbpedia.org/resource/Big_12_Conference,http://live.dbpedia.org/data/Big_12_Conference.json,live.dbpedia.org/resource/Carter_Bykowski,live.dbpedia.org/data/Carter_Bykowski.json,live.dbpedia.org/resource/Tackle_(American_football)#Offensive_tackle,live.dbpedia.org/data/Tackle_(American_football)#Offensive_tackle.json,http://live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
247,7,Marc Anthony,CB,Baltimore Ravens,Baltimore Ravens,"University of California, Berkeley",Pacific-12 Conference,Division I,African American Studies,African American Studies,2013,68.4,5.92,196,4.63,12,35,118,4.07,6.74,NA,http://live.dbpedia.org/resource/University_of_California%2C_Berkeley,http://live.dbpedia.org/data/University_of_California%2C_Berkeley.json,Pacific-12 Conference,http://live.dbpedia.org/resource/Pacific-12_Conference,http://live.dbpedia.org/data/Pacific-12_Conference.json,live.dbpedia.org/resource/Marc_Anthony_(American_football),live.dbpedia.org/data/Marc_Anthony_(American_football).json,live.dbpedia.org/resource/Cornerback,live.dbpedia.org/data/Cornerback.json,http://live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
248,7,Daimion Stafford,FS,Tennessee Titans,Tennessee Titans,University of Nebraska at Lincoln,Big Ten Conference,Division I,Sociology,Sociology,2013,51.4,6,221,4.69,21,30.5,111,NA,7.06,NA,http://live.dbpedia.org/resource/University_of_Nebraska%E2%80%93Lincoln,http://live.dbpedia.org/data/University_of_Nebraska%E2%80%93Lincoln.json,Big Ten Conference,http://live.dbpedia.org/resource/Big_Ten_Conference,http://live.dbpedia.org/data/Big_Ten_Conference.json,live.dbpedia.org/resource/Daimion_Stafford,live.dbpedia.org/data/Daimion_Stafford.json,live.dbpedia.org/resource/Safety_(American_and_Cadian_football_position),live.dbpedia.org/data/Safety_(American_and_Cadian_football_position).json,http://live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
249,7,Sean Renfree,QB,Atlanta Falcons,Atlanta Falcons,Duke University,Atlantic Coast Conference,Division I,Public Policy,Public Policy,2013,52,6.25,219,NA,NA,NA,NA,NA,NA,NA,http://live.dbpedia.org/resource/Duke_University,http://live.dbpedia.org/data/Duke_University.json,Atlantic Coast Conference,http://live.dbpedia.org/resource/Atlantic_Coast_Conference,http://live.dbpedia.org/data/Atlantic_Coast_Conference.json,live.dbpedia.org/resource/Sean_Renfree,live.dbpedia.org/data/Sean_Renfree.json,live.dbpedia.org/resource/Quarterback,live.dbpedia.org/data/Quarterback.json,http://live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
250,7,Don Jones,SS,Miami Dolphins,Miami Dolphins,Arkansas State University,Sun Belt Conference,Division I,Undisclosed,Undeclared/Undisclosed,2013,NA,6.08,208,NA,NA,NA,NA,NA,NA,NA,http://live.dbpedia.org/resource/Arkansas_State_University,http://live.dbpedia.org/data/Arkansas_State_University.json,Sun Belt Conference,http://live.dbpedia.org/resource/Sun_Belt_Conference,http://live.dbpedia.org/data/Sun_Belt_Conference.json,live.dbpedia.org/resource/Don_Jones_(American_football),live.dbpedia.org/data/Don_Jones_(American_football).json,live.dbpedia.org/resource/Safety_(American_and_Cadian_football_position),live.dbpedia.org/data/Safety_(American_and_Cadian_football_position).json,http://live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
251,7,T.J. Johnson,C,Cincinnati Bengals,Cincinnati Bengals,University of South Carolina,Southeastern Conference,Division I,Sport and Entertainment Management,"Leisure, Sport, Recreation Studies and Management",2013,59,6.33,310,5.33,32,25.5,96,4.74,7.83,NA,http://live.dbpedia.org/resource/University_of_South_Carolina,http://live.dbpedia.org/data/University_of_South_Carolina.json,Southeastern Conference,http://live.dbpedia.org/resource/Southeastern_Conference,http://live.dbpedia.org/data/Southeastern_Conference.json,live.dbpedia.org/resource/T._J._Johnson_(American_football),live.dbpedia.org/data/T._J._Johnson_(American_football).json,live.dbpedia.org/resource/Center_(American_football),live.dbpedia.org/data/Center_(American_football).json,http://live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
252,7,Marcus Cooper,CB,San Francisco 49ers,San Francisco 49ers,Rutgers University,Big East Conference,Division I,Undeclared,Undeclared/Undisclosed,2013,NA,6.17,190,NA,NA,NA,NA,NA,NA,NA,http://live.dbpedia.org/resource/Rutgers_University,http://live.dbpedia.org/data/Rutgers_University.json,Big East Conference,http://live.dbpedia.org/resource/Big_East_Conference,http://live.dbpedia.org/data/Big_East_Conference.json,live.dbpedia.org/resource/Marcus_Cooper_(American_football),live.dbpedia.org/data/Marcus_Cooper_(American_football).json,live.dbpedia.org/resource/Cornerback,live.dbpedia.org/data/Cornerback.json,http://live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
253,7,Michael Cox,RB,New York Giants,New York Giants,University of Massachusetts,Mid-American Conference,Division I,Education,Education,2013,NA,6.08,214,NA,NA,NA,NA,NA,NA,NA,http://live.dbpedia.org/resource/University_of_Massachusetts,http://live.dbpedia.org/data/University_of_Massachusetts.json,Mid-American Conference,http://live.dbpedia.org/resource/Mid-American_Conference,http://live.dbpedia.org/data/Mid-American_Conference.json,live.dbpedia.org/resource/Michael_Cox_(American_football),live.dbpedia.org/data/Michael_Cox_(American_football).json,live.dbpedia.org/resource/Running_back,live.dbpedia.org/data/Running_back.json,http://live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
