,unitid,DOE.Institution_Name,ID_School,ID_Conference,Year,Sport,ID_Variable,Variable,Total,M,W,C,C.M,C.W,AA,AA.M,AA.W,H,H.M,H.W,AS.PI,AS.PI.M,AS.PI.W,AI,AI.M,AI.W,UNK,UNK.M,UNK.W,NON,NON.M,NON.W,fname
19,100751,The University of Alabama,BAMA,SEC,2005-2006,All other sports combined,Athletes,Scholarship Awards,158,39,119,117,25,92,7,0,7,3,0,3,0,0,0,0,0,0,0,0,0,31,14,17,2006Size.csv
456,142115,Boise State University,BOS.ST,MWC,2005-2006,Football,Athletes,Scholarship Awards,88,88,0,48,48,0,25,25,0,4,4,0,3,3,0,2,2,0,2,2,0,4,4,0,2006Size.csv
467,142115,Boise State University,BOS.ST,MWC,2005-2006,Cross-country and/or track,Athletes,Scholarship Awards,57,25,32,39,15,24,5,3,2,1,0,1,0,0,0,1,1,0,0,0,0,11,6,5,2006Size.csv
470,142115,Boise State University,BOS.ST,MWC,2005-2006,All other sports combined,Athletes,Scholarship Awards,116,39,77,81,28,53,5,0,5,3,2,1,6,1,5,1,1,0,0,0,0,20,7,13,2006Size.csv
475,142115,Boise State University,BOS.ST,MWC,2005-2006,Basketball,Athletes,Scholarship Awards,28,14,14,14,8,6,9,6,3,0,0,0,3,0,3,1,0,1,0,0,0,1,0,1,2006Size.csv
1201,217882,Clemson University,CLEM,ACC,2005-2006,Cross-country and/or track,Athletes,Scholarship Awards,8,7,1,6,5,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006Size.csv
1202,217882,Clemson University,CLEM,ACC,2005-2006,Football,Athletes,Scholarship Awards,12,12,0,2,2,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006Size.csv
1205,217882,Clemson University,CLEM,ACC,2005-2006,Basketball,Athletes,Scholarship Awards,8,3,5,2,0,2,5,3,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2006Size.csv
1209,217882,Clemson University,CLEM,ACC,2005-2006,Baseball,Athletes,Scholarship Awards,7,7,0,6,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2006Size.csv
1212,217882,Clemson University,CLEM,ACC,2005-2006,All other sports combined,Athletes,Scholarship Awards,42,19,23,36,15,21,3,2,1,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,2006Size.csv
896,198419,Duke University,DUKE,ACC,2005-2006,Basketball,Athletes,Scholarship Awards,24,11,13,10,4,6,11,5,6,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2006Size.csv
900,198419,Duke University,DUKE,ACC,2005-2006,Football,Athletes,Scholarship Awards,82,82,0,36,36,0,44,44,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2006Size.csv
905,198419,Duke University,DUKE,ACC,2005-2006,Baseball,Athletes,Scholarship Awards,24,24,0,20,20,0,0,0,0,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,2006Size.csv
911,198419,Duke University,DUKE,ACC,2005-2006,All other sports combined,Athletes,Scholarship Awards,181,58,123,153,52,101,5,2,3,1,1,0,3,0,3,1,0,1,3,1,2,15,2,13,2006Size.csv
301,134130,University of Florida,FLA,SEC,2005-2006,Football,Athletes,Scholarship Awards,89,89,0,21,21,0,59,59,0,3,3,0,1,1,0,0,0,0,4,4,0,1,1,0,2006Size.csv
304,134130,University of Florida,FLA,SEC,2005-2006,Cross-country and/or track,Athletes,Scholarship Awards,61,36,25,24,12,12,27,18,9,4,2,2,0,0,0,0,0,0,3,2,1,3,2,1,2006Size.csv
314,134130,University of Florida,FLA,SEC,2005-2006,All other sports combined,Athletes,Scholarship Awards,202,57,145,145,40,105,14,1,13,10,3,7,6,3,3,1,0,1,4,1,3,22,9,13,2006Size.csv
315,134130,University of Florida,FLA,SEC,2005-2006,Basketball,Athletes,Scholarship Awards,23,10,13,5,1,4,14,5,9,2,2,0,0,0,0,0,0,0,1,1,0,1,1,0,2006Size.csv
336,134130,University of Florida,FLA,SEC,2005-2006,Baseball,Athletes,Scholarship Awards,44,44,0,40,40,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2006Size.csv
246,134097,Florida State University,FSU,ACC,2005-2006,Football,Athletes,Scholarship Awards,92,92,0,20,20,0,69,69,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,2006Size.csv
254,134097,Florida State University,FSU,ACC,2005-2006,Basketball,Athletes,Scholarship Awards,24,9,15,5,0,5,14,6,8,0,0,0,0,0,0,0,0,0,2,1,1,3,2,1,2006Size.csv
257,134097,Florida State University,FSU,ACC,2005-2006,Baseball,Athletes,Scholarship Awards,32,32,0,28,28,0,1,1,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,2006Size.csv
266,134097,Florida State University,FSU,ACC,2005-2006,All other sports combined,Athletes,Scholarship Awards,135,46,89,84,28,56,9,1,8,5,3,2,0,0,0,0,0,0,4,4,0,33,10,23,2006Size.csv
278,134097,Florida State University,FSU,ACC,2005-2006,Cross-country and/or track,Athletes,Scholarship Awards,63,29,34,25,11,14,23,8,15,3,2,1,1,1,0,0,0,0,0,0,0,11,7,4,2006Size.csv
220,131496,Georgetown University,GTOWN,BIGEAST,2005-2006,Football,Athletes,Scholarship Awards,42,42,0,18,18,0,21,21,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,2006Size.csv
230,131496,Georgetown University,GTOWN,BIGEAST,2005-2006,Basketball,Athletes,Scholarship Awards,23,13,10,6,0,6,16,12,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2006Size.csv
233,131496,Georgetown University,GTOWN,BIGEAST,2005-2006,Cross-country and/or track,Athletes,Scholarship Awards,38,15,23,28,12,16,7,1,6,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,2006Size.csv
240,131496,Georgetown University,GTOWN,BIGEAST,2005-2006,All other sports combined,Athletes,Scholarship Awards,150,70,80,136,65,71,4,0,4,2,1,1,2,0,2,0,0,0,6,4,2,0,0,0,2006Size.csv
242,131496,Georgetown University,GTOWN,BIGEAST,2005-2006,Baseball,Athletes,Scholarship Awards,18,18,0,16,16,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2006Size.csv
599,155399,Kansas State University,KAN.ST,BIG12,2005-2006,Basketball,Athletes,Scholarship Awards,29,14,15,13,2,11,11,8,3,0,0,0,0,0,0,0,0,0,3,2,1,2,2,0,2006Size.csv
614,155399,Kansas State University,KAN.ST,BIG12,2005-2006,Cross-country and/or track,Athletes,Scholarship Awards,66,33,33,30,18,12,16,6,10,4,1,3,2,1,1,1,0,1,5,1,4,8,6,2,2006Size.csv
615,155399,Kansas State University,KAN.ST,BIG12,2005-2006,Football,Athletes,Scholarship Awards,81,81,0,35,35,0,35,35,0,2,2,0,2,2,0,0,0,0,7,7,0,0,0,0,2006Size.csv
625,155399,Kansas State University,KAN.ST,BIG12,2005-2006,Baseball,Athletes,Scholarship Awards,36,36,0,32,32,0,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2006Size.csv
629,155399,Kansas State University,KAN.ST,BIG12,2005-2006,All other sports combined,Athletes,Scholarship Awards,178,8,170,151,7,144,2,0,2,3,0,3,2,1,1,0,0,0,4,0,4,16,0,16,2006Size.csv
649,157289,University of Louisville,LOUIS,BIGEAST,2005-2006,Football,Athletes,Scholarship Awards,92,92,0,23,23,0,65,65,0,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,2006Size.csv
655,157289,University of Louisville,LOUIS,BIGEAST,2005-2006,Basketball,Athletes,Scholarship Awards,27,13,14,6,3,3,17,9,8,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,2006Size.csv
662,157289,University of Louisville,LOUIS,BIGEAST,2005-2006,Cross-country and/or track,Athletes,Scholarship Awards,43,22,21,24,14,10,15,5,10,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,2006Size.csv
665,157289,University of Louisville,LOUIS,BIGEAST,2005-2006,Baseball,Athletes,Scholarship Awards,29,29,0,26,26,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,2006Size.csv
675,157289,University of Louisville,LOUIS,BIGEAST,2005-2006,All other sports combined,Athletes,Scholarship Awards,178,49,129,112,26,86,6,0,6,8,1,7,1,0,1,0,0,0,0,0,0,51,22,29,2006Size.csv
699,159391,Louisiana State University and Agricultural & Mechanical College,LSU,SEC,2005-2006,All other sports combined,Athletes,Scholarship Awards,138,35,103,94,24,70,9,1,8,6,2,4,1,0,1,0,0,0,5,1,4,23,7,16,2006Size.csv
700,159391,Louisiana State University and Agricultural & Mechanical College,LSU,SEC,2005-2006,Football,Athletes,Scholarship Awards,87,87,0,27,27,0,56,56,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,2006Size.csv
709,159391,Louisiana State University and Agricultural & Mechanical College,LSU,SEC,2005-2006,Baseball,Athletes,Scholarship Awards,37,37,0,29,29,0,2,2,0,3,3,0,1,1,0,0,0,0,2,2,0,0,0,0,2006Size.csv
722,159391,Louisiana State University and Agricultural & Mechanical College,LSU,SEC,2005-2006,Cross-country and/or track,Athletes,Scholarship Awards,52,23,29,13,7,6,24,7,17,2,1,1,0,0,0,0,0,0,0,0,0,13,8,5,2006Size.csv
725,159391,Louisiana State University and Agricultural & Mechanical College,LSU,SEC,2005-2006,Basketball,Athletes,Scholarship Awards,26,13,13,3,2,1,19,10,9,0,0,0,0,0,0,0,0,0,2,0,2,2,1,1,2006Size.csv
534,152080,University of Notre Dame,ND,IND,2005-2006,Football,Athletes,Scholarship Awards,77,77,0,36,36,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006Size.csv
544,152080,University of Notre Dame,ND,IND,2005-2006,All other sports combined,Athletes,Scholarship Awards,263,116,147,226,95,131,4,3,1,2,1,1,7,4,3,1,0,1,0,0,0,23,13,10,2006Size.csv
548,152080,University of Notre Dame,ND,IND,2005-2006,Cross-country and/or track,Athletes,Scholarship Awards,38,18,20,28,14,14,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,2006Size.csv
555,152080,University of Notre Dame,ND,IND,2005-2006,Baseball,Athletes,Scholarship Awards,19,19,0,17,17,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2006Size.csv
560,152080,University of Notre Dame,ND,IND,2005-2006,Basketball,Athletes,Scholarship Awards,22,11,11,12,6,6,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006Size.csv
786,181464,University of Nebraska-Lincoln,NEB,BIG10,2005-2006,All other sports combined,Athletes,Scholarship Awards,185,54,131,131,39,92,7,1,6,2,0,2,4,1,3,3,2,1,3,1,2,35,10,25,2006Size.csv
812,181464,University of Nebraska-Lincoln,NEB,BIG10,2005-2006,Football,Athletes,Scholarship Awards,88,88,0,48,48,0,34,34,0,0,0,0,1,1,0,0,0,0,3,3,0,2,2,0,2006Size.csv
815,181464,University of Nebraska-Lincoln,NEB,BIG10,2005-2006,Cross-country and/or track,Athletes,Scholarship Awards,71,33,38,44,19,25,10,9,1,1,0,1,0,0,0,0,0,0,1,0,1,15,5,10,2006Size.csv
825,181464,University of Nebraska-Lincoln,NEB,BIG10,2005-2006,Baseball,Athletes,Scholarship Awards,41,41,0,40,40,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2006Size.csv
829,181464,University of Nebraska-Lincoln,NEB,BIG10,2005-2006,Basketball,Athletes,Scholarship Awards,28,15,13,9,3,6,14,10,4,1,1,0,0,0,0,0,0,0,0,0,0,4,1,3,2006Size.csv
485,147767,Northwestern University,NWST,BIG12,2005-2006,Cross-country and/or track,Athletes,Scholarship Awards,11,0,11,9,0,9,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2006Size.csv
499,147767,Northwestern University,NWST,BIG12,2005-2006,Baseball,Athletes,Scholarship Awards,23,23,0,20,20,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2006Size.csv
506,147767,Northwestern University,NWST,BIG12,2005-2006,Football,Athletes,Scholarship Awards,84,84,0,40,40,0,38,38,0,2,2,0,0,0,0,0,0,0,4,4,0,0,0,0,2006Size.csv
511,147767,Northwestern University,NWST,BIG12,2005-2006,Basketball,Athletes,Scholarship Awards,26,12,14,10,4,6,6,3,3,0,0,0,0,0,0,0,0,0,2,0,2,8,5,3,2006Size.csv
522,147767,Northwestern University,NWST,BIG12,2005-2006,All other sports combined,Athletes,Scholarship Awards,218,78,140,165,60,105,8,1,7,7,5,2,8,0,8,0,0,0,19,6,13,11,6,5,2006Size.csv
1072,207500,University of Oklahoma Norman Campus,OK,BIG12,2005-2006,Basketball,Athletes,Scholarship Awards,25,12,13,9,2,7,14,8,6,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,2006Size.csv
1074,207500,University of Oklahoma Norman Campus,OK,BIG12,2005-2006,Cross-country and/or track,Athletes,Scholarship Awards,65,31,34,31,18,13,26,10,16,0,0,0,0,0,0,1,0,1,0,0,0,7,3,4,2006Size.csv
1079,207500,University of Oklahoma Norman Campus,OK,BIG12,2005-2006,Baseball,Athletes,Scholarship Awards,30,30,0,22,22,0,2,2,0,4,4,0,0,0,0,2,2,0,0,0,0,0,0,0,2006Size.csv
1091,207500,University of Oklahoma Norman Campus,OK,BIG12,2005-2006,All other sports combined,Athletes,Scholarship Awards,151,57,94,99,37,62,11,5,6,8,1,7,4,3,1,9,2,7,0,0,0,20,9,11,2006Size.csv
1096,207500,University of Oklahoma Norman Campus,OK,BIG12,2005-2006,Football,Athletes,Scholarship Awards,88,88,0,27,27,0,58,58,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,2006Size.csv
1030,207388,Oklahoma State University-Main Campus,OKSTATE,BIG12,2005-2006,Football,Athletes,Scholarship Awards,22,22,0,8,8,0,13,13,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2006Size.csv
1033,207388,Oklahoma State University-Main Campus,OKSTATE,BIG12,2005-2006,Cross-country and/or track,Athletes,Scholarship Awards,12,1,11,5,0,5,4,0,4,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,2006Size.csv
1047,207388,Oklahoma State University-Main Campus,OKSTATE,BIG12,2005-2006,Baseball,Athletes,Scholarship Awards,9,9,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006Size.csv
1050,207388,Oklahoma State University-Main Campus,OKSTATE,BIG12,2005-2006,Basketball,Athletes,Scholarship Awards,6,5,1,1,0,1,3,3,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2006Size.csv
1057,207388,Oklahoma State University-Main Campus,OKSTATE,BIG12,2005-2006,All other sports combined,Athletes,Scholarship Awards,24,9,15,16,6,10,2,1,1,0,0,0,0,0,0,2,0,2,0,0,0,4,2,2,2006Size.csv
1180,209551,University of Oregon,ORE,PAC12,2005-2006,All other sports combined,Athletes,Scholarship Awards,135,40,95,94,30,64,1,0,1,4,1,3,6,1,5,0,0,0,9,2,7,21,6,15,2006Size.csv
1183,209551,University of Oregon,ORE,PAC12,2005-2006,Basketball,Athletes,Scholarship Awards,25,13,12,9,5,4,9,7,2,0,0,0,0,0,0,0,0,0,1,1,0,6,0,6,2006Size.csv
1184,209551,University of Oregon,ORE,PAC12,2005-2006,Cross-country and/or track,Athletes,Scholarship Awards,44,24,20,33,17,16,4,3,1,1,1,0,0,0,0,0,0,0,1,1,0,5,2,3,2006Size.csv
1190,209551,University of Oregon,ORE,PAC12,2005-2006,Football,Athletes,Scholarship Awards,78,78,0,27,27,0,38,38,0,2,2,0,9,9,0,1,1,0,1,1,0,0,0,0,2006Size.csv
1134,209542,Oregon State University,ORE.ST,PAC12,2005-2006,Football,Athletes,Scholarship Awards,44,44,0,20,20,0,16,16,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,2006Size.csv
1149,209542,Oregon State University,ORE.ST,PAC12,2005-2006,All other sports combined,Athletes,Scholarship Awards,60,18,42,38,14,24,3,2,1,3,1,2,4,0,4,0,0,0,3,0,3,9,1,8,2006Size.csv
1152,209542,Oregon State University,ORE.ST,PAC12,2005-2006,Baseball,Athletes,Scholarship Awards,8,8,0,7,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2006Size.csv
1155,209542,Oregon State University,ORE.ST,PAC12,2005-2006,Basketball,Athletes,Scholarship Awards,11,6,5,4,1,3,4,3,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,2006Size.csv
990,204796,Ohio State University-Main Campus,OSU,BIG10,2005-2006,Cross-country and/or track,Athletes,Scholarship Awards,46,23,23,24,12,12,18,8,10,2,1,1,0,0,0,0,0,0,1,1,0,1,1,0,2006Size.csv
1000,204796,Ohio State University-Main Campus,OSU,BIG10,2005-2006,Basketball,Athletes,Scholarship Awards,24,11,13,5,2,3,17,8,9,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,2006Size.csv
1004,204796,Ohio State University-Main Campus,OSU,BIG10,2005-2006,Baseball,Athletes,Scholarship Awards,33,33,0,32,32,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2006Size.csv
1005,204796,Ohio State University-Main Campus,OSU,BIG10,2005-2006,Football,Athletes,Scholarship Awards,88,88,0,41,41,0,41,41,0,1,1,0,0,0,0,1,1,0,3,3,0,1,1,0,2006Size.csv
1014,204796,Ohio State University-Main Campus,OSU,BIG10,2005-2006,All other sports combined,Athletes,Scholarship Awards,414,184,230,303,141,162,13,6,7,11,7,4,4,2,2,2,1,1,9,4,5,72,23,49,2006Size.csv
860,186380,Rutgers University-New Brunswick,RUT,BIGEAST,2005-2006,Football,Athletes,Scholarship Awards,93,93,0,22,22,0,60,60,0,5,5,0,2,2,0,0,0,0,2,2,0,2,2,0,2006Size.csv
861,186380,Rutgers University-New Brunswick,RUT,BIGEAST,2005-2006,All other sports combined,Athletes,Scholarship Awards,247,107,140,195,80,115,15,7,8,8,4,4,10,3,7,3,2,1,5,4,1,11,7,4,2006Size.csv
866,186380,Rutgers University-New Brunswick,RUT,BIGEAST,2005-2006,Cross-country and/or track,Athletes,Scholarship Awards,58,25,33,25,13,12,27,10,17,2,0,2,2,2,0,0,0,0,2,0,2,0,0,0,2006Size.csv
873,186380,Rutgers University-New Brunswick,RUT,BIGEAST,2005-2006,Baseball,Athletes,Scholarship Awards,34,34,0,32,32,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2006Size.csv
874,186380,Rutgers University-New Brunswick,RUT,BIGEAST,2005-2006,Basketball,Athletes,Scholarship Awards,25,13,12,5,2,3,20,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006Size.csv
1265,218663,University of South Carolina-Columbia,SCAR,SEC,2005-2006,Football,Athletes,Scholarship Awards,84,84,0,18,18,0,59,59,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,0,2006Size.csv
1271,218663,University of South Carolina-Columbia,SCAR,SEC,2005-2006,Basketball,Athletes,Scholarship Awards,26,12,14,1,1,0,17,8,9,0,0,0,0,0,0,0,0,0,1,1,0,7,2,5,2006Size.csv
1272,218663,University of South Carolina-Columbia,SCAR,SEC,2005-2006,Cross-country and/or track,Athletes,Scholarship Awards,43,19,24,13,6,7,28,11,17,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2006Size.csv
1283,218663,University of South Carolina-Columbia,SCAR,SEC,2005-2006,All other sports combined,Athletes,Scholarship Awards,178,58,120,111,34,77,7,1,6,8,3,5,3,1,2,0,0,0,24,7,17,25,12,13,2006Size.csv
1284,218663,University of South Carolina-Columbia,SCAR,SEC,2005-2006,Baseball,Athletes,Scholarship Awards,35,35,0,28,28,0,2,2,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,2006Size.csv
113,122755,San Jose State University,SJ.ST,MWC,2005-2006,Football,Athletes,Scholarship Awards,81,81,0,25,25,0,46,46,0,6,6,0,4,4,0,0,0,0,0,0,0,0,0,0,2006Size.csv
136,122755,San Jose State University,SJ.ST,MWC,2005-2006,Baseball,Athletes,Scholarship Awards,32,32,0,27,27,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2006Size.csv
137,122755,San Jose State University,SJ.ST,MWC,2005-2006,All other sports combined,Athletes,Scholarship Awards,150,28,122,107,11,96,5,0,5,22,11,11,4,1,3,0,0,0,0,0,0,12,5,7,2006Size.csv
147,122755,San Jose State University,SJ.ST,MWC,2005-2006,Basketball,Athletes,Scholarship Awards,28,13,15,8,3,5,19,10,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2006Size.csv
149,122755,San Jose State University,SJ.ST,MWC,2005-2006,Cross-country and/or track,Athletes,Scholarship Awards,18,7,11,12,3,9,1,0,1,3,2,1,0,0,0,0,0,0,1,1,0,1,1,0,2006Size.csv
1374,228246,Southern Methodist University,SMU,CUSA,2005-2006,Cross-country and/or track,Athletes,Scholarship Awards,3,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2006Size.csv
1377,228246,Southern Methodist University,SMU,CUSA,2005-2006,All other sports combined,Athletes,Scholarship Awards,13,3,10,12,3,9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2006Size.csv
1378,228246,Southern Methodist University,SMU,CUSA,2005-2006,Basketball,Athletes,Scholarship Awards,8,3,5,4,1,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006Size.csv
1384,228246,Southern Methodist University,SMU,CUSA,2005-2006,Football,Athletes,Scholarship Awards,17,17,0,9,9,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2006Size.csv
1528,243744,Stanford University,STAN,PAC12,2005-2006,All other sports combined,Athletes,Scholarship Awards,403,181,222,272,119,153,22,11,11,23,10,13,44,23,21,8,4,4,18,9,9,16,5,11,2006Size.csv
1531,243744,Stanford University,STAN,PAC12,2005-2006,Basketball,Athletes,Scholarship Awards,25,12,13,11,4,7,12,6,6,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2006Size.csv
1539,243744,Stanford University,STAN,PAC12,2005-2006,Football,Athletes,Scholarship Awards,101,101,0,44,44,0,39,39,0,5,5,0,4,4,0,3,3,0,4,4,0,2,2,0,2006Size.csv
1555,243744,Stanford University,STAN,PAC12,2005-2006,Baseball,Athletes,Scholarship Awards,31,31,0,24,24,0,2,2,0,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,2006Size.csv
1560,243744,Stanford University,STAN,PAC12,2005-2006,Cross-country and/or track,Athletes,Scholarship Awards,83,41,42,48,24,24,22,7,15,8,7,1,1,1,0,2,2,0,1,0,1,1,0,1,2006Size.csv
1396,228723,Texas A & M University-College Station,TAM,SEC,2005-2006,Cross-country and/or track,Athletes,Scholarship Awards,57,26,31,29,13,16,19,8,11,1,1,0,0,0,0,0,0,0,0,0,0,8,4,4,2006Size.csv
1399,228723,Texas A & M University-College Station,TAM,SEC,2005-2006,Basketball,Athletes,Scholarship Awards,31,15,16,4,2,2,23,10,13,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,2006Size.csv
1410,228723,Texas A & M University-College Station,TAM,SEC,2005-2006,All other sports combined,Athletes,Scholarship Awards,220,49,171,184,35,149,1,0,1,10,2,8,3,0,3,1,0,1,3,0,3,18,12,6,2006Size.csv
1418,228723,Texas A & M University-College Station,TAM,SEC,2005-2006,Baseball,Athletes,Scholarship Awards,47,47,0,40,40,0,2,2,0,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,2006Size.csv
1430,228723,Texas A & M University-College Station,TAM,SEC,2005-2006,Football,Athletes,Scholarship Awards,100,100,0,37,37,0,59,59,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2006Size.csv
409,139959,University of Georgia,UGA,SEC,2005-2006,Baseball,Athletes,Scholarship Awards,42,42,0,40,40,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2006Size.csv
416,139959,University of Georgia,UGA,SEC,2005-2006,All other sports combined,Athletes,Scholarship Awards,147,40,107,113,31,82,14,1,13,3,1,2,1,0,1,0,0,0,0,0,0,16,7,9,2006Size.csv
417,139959,University of Georgia,UGA,SEC,2005-2006,Football,Athletes,Scholarship Awards,86,86,0,25,25,0,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006Size.csv
418,139959,University of Georgia,UGA,SEC,2005-2006,Cross-country and/or track,Athletes,Scholarship Awards,65,29,36,35,15,20,19,10,9,0,0,0,3,2,1,0,0,0,0,0,0,8,2,6,2006Size.csv
437,139959,University of Georgia,UGA,SEC,2005-2006,Basketball,Athletes,Scholarship Awards,27,13,14,5,2,3,20,9,11,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2006Size.csv
751,170976,University of Michigan-Ann Arbor,UM,BIG10,2005-2006,Football,Athletes,Scholarship Awards,96,96,0,39,39,0,55,55,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2006Size.csv
752,170976,University of Michigan-Ann Arbor,UM,BIG10,2005-2006,Basketball,Athletes,Scholarship Awards,27,13,14,8,1,7,16,10,6,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2006Size.csv
753,170976,University of Michigan-Ann Arbor,UM,BIG10,2005-2006,Cross-country and/or track,Athletes,Scholarship Awards,51,18,33,32,9,23,12,6,6,0,0,0,1,0,1,0,0,0,2,1,1,4,2,2,2006Size.csv
755,170976,University of Michigan-Ann Arbor,UM,BIG10,2005-2006,Baseball,Athletes,Scholarship Awards,30,30,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2006Size.csv
775,170976,University of Michigan-Ann Arbor,UM,BIG10,2005-2006,All other sports combined,Athletes,Scholarship Awards,277,111,166,223,88,135,9,6,3,5,0,5,6,2,4,0,0,0,9,4,5,25,11,14,2006Size.csv
936,199120,University of North Carolina at Chapel Hill,UNC,ACC,2005-2006,Basketball,Athletes,Scholarship Awards,29,11,18,6,3,3,23,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006Size.csv
937,199120,University of North Carolina at Chapel Hill,UNC,ACC,2005-2006,Cross-country and/or track,Athletes,Scholarship Awards,43,17,26,26,11,15,13,4,9,1,1,0,1,1,0,0,0,0,0,0,0,2,0,2,2006Size.csv
952,199120,University of North Carolina at Chapel Hill,UNC,ACC,2005-2006,Football,Athletes,Scholarship Awards,98,98,0,34,34,0,60,60,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,2006Size.csv
961,199120,University of North Carolina at Chapel Hill,UNC,ACC,2005-2006,Baseball,Athletes,Scholarship Awards,26,26,0,24,24,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2006Size.csv
962,199120,University of North Carolina at Chapel Hill,UNC,ACC,2005-2006,All other sports combined,Athletes,Scholarship Awards,282,118,164,243,98,145,10,6,4,3,2,1,3,1,2,1,1,0,6,3,3,16,7,9,2006Size.csv
371,135726,University of Miami,UOFM,ACC,2005-2006,Cross-country and/or track,Athletes,Scholarship Awards,38,18,20,14,12,2,18,3,15,3,2,1,0,0,0,0,0,0,2,1,1,1,0,1,2006Size.csv
382,135726,University of Miami,UOFM,ACC,2005-2006,Baseball,Athletes,Scholarship Awards,20,20,0,5,5,0,2,2,0,11,11,0,0,0,0,0,0,0,2,2,0,0,0,0,2006Size.csv
390,135726,University of Miami,UOFM,ACC,2005-2006,Football,Athletes,Scholarship Awards,81,81,0,14,14,0,62,62,0,1,1,0,0,0,0,0,0,0,2,2,0,2,2,0,2006Size.csv
