,date,player,season,pst_team,notes,new_contract_source,pst_contract_value_millions,contract_term,contract_start_season,contract_end_season,contract_option,year
68276,3/2/10,Wesley Wright,2010,Astros,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68277,3/2/10,Andrew Miller,2010,Marlins,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68278,3/2/10,Brett Carroll,2010,Marlins,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68279,3/2/10,Cameron Maybin,2010,Marlins,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68280,3/2/10,Chris Coghlan,2010,Marlins,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68281,3/2/10,Chris Leroux,2010,Marlins,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68282,3/2/10,John Baker,2010,Marlins,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68283,3/2/10,Andrew McCutchen,2010,Pirates,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68284,3/2/10,Andy LaRoche,2010,Pirates,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68285,3/3/10,Sean Rodriguez,2010,Rays,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68286,3/3/10,Wade Davis,2010,Rays,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68289,3/3/10,Alejandro De Aza,2010,White Sox,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68290,3/3/10,Brandon Hynick,2010,White Sox,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68291,3/3/10,Brent Lillibridge,2010,White Sox,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68292,3/3/10,Brian Omogrosso,2010,White Sox,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68293,3/3/10,Carlos Torres,2010,White Sox,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68294,3/3/10,Clevelan Santeliz,2010,White Sox,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68295,3/3/10,Daniel Hudson,2010,White Sox,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68296,3/3/10,Gordon Beckham,2010,White Sox,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68297,3/3/10,Jayson Nix,2010,White Sox,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68298,3/3/10,Jeffrey Marquez,2010,White Sox,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68299,3/3/10,Jhonny Nunez,2010,White Sox,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68300,3/3/10,Lucas Harrell,2010,White Sox,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68301,3/3/10,Randy Williams,2010,White Sox,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68302,3/3/10,Santo Luis,2010,White Sox,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68303,3/3/10,Stefan Gartrell,2010,White Sox,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68304,3/3/10,Tyler Flowers,2010,White Sox,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68307,3/3/10,Nate Spears,2010,Red Sox,signed free agent (from Cubs),free agency,0,1,2010,2011,,2010
68309,3/3/10,Nick Hundley,2010,Padres,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68310,3/3/10,Oscar Salazar,2010,Padres,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68311,3/3/10,Radhames Liz,2010,Padres,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68312,3/3/10,Ryan Webb,2010,Padres,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68313,3/3/10,Sean Gallagher,2010,Padres,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68314,3/3/10,Steve Garrison,2010,Padres,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68315,3/3/10,Tim Stauffer,2010,Padres,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68316,3/3/10,Tony Gwynn Jr.,2010,Padres,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68317,3/3/10,Wade LeBlanc,2010,Padres,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68318,3/3/10,Will Venable,2010,Padres,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68319,3/3/10,Alexander Torres,2010,Rays,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68320,3/3/10,Andy Sonnanstine,2010,Rays,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68321,3/3/10,Ben Zobrist,2010,Rays,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68322,3/3/10,Dale Thayer,2010,Rays,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68323,3/3/10,Desmond Jennings,2010,Rays,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68324,3/3/10,Elliot Johnson,2010,Rays,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68325,3/3/10,Jake McGee,2010,Rays,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68326,3/3/10,Jeff Niemann,2010,Rays,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68327,3/3/10,Jeremy Hellickson,2010,Rays,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68328,3/3/10,John Jaso,2010,Rays,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68329,3/3/10,Jose Lobaton,2010,Rays,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68330,3/3/10,Justin Ruggiano,2010,Rays,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68331,3/3/10,Matt Joyce,2010,Rays,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68332,3/3/10,Mike Ekstrom,2010,Rays,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68333,3/3/10,Reid Brignac,2010,Rays,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68334,3/3/10,Martin Prado,2010,Braves,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68335,3/3/10,Michael Dunn,2010,Braves,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68336,3/3/10,Tommy Hanson,2010,Braves,re-signed,re-signinging,0,1,2010,2011,,2010
68337,3/3/10,Yunel Escobar,2010,Braves,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68338,3/3/10,Justin Upton,2010,Diamondbacks,re-signed to a 6-year contract through 2015,re-signinging,0,6,2010,2015,,2010
68340,3/3/10,Aaron Cunningham,2010,Padres,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68341,3/3/10,Aaron Poreda,2010,Padres,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68342,3/3/10,Adam Russell,2010,Padres,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68343,3/3/10,Cesar Carrillo,2010,Padres,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68344,3/3/10,Cesar Ramos,2010,Padres,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68345,3/3/10,Chad Huffman,2010,Padres,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68346,3/3/10,Chase Headley,2010,Padres,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68347,3/3/10,Clayton Richard,2010,Padres,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68348,3/3/10,Craig Italiano,2010,Padres,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68349,3/3/10,Dusty Ryan,2010,Padres,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68350,3/3/10,Edward Mujica,2010,Padres,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68351,3/3/10,Ernesto Frieri,2010,Padres,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68352,3/3/10,Everth Cabrera,2010,Padres,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68353,3/3/10,Kyle Blanks,2010,Padres,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68354,3/3/10,Luis Durango,2010,Padres,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68355,3/3/10,Luis Perdomo,2010,Padres,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68356,3/3/10,Luke Gregerson,2010,Padres,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68357,3/3/10,Mat Latos,2010,Padres,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68358,3/3/10,Matt Antonelli,2010,Padres,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68359,3/3/10,Bud Norris,2010,Astros,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68360,3/3/10,Brooks Conrad,2010,Braves,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68361,3/3/10,Diory Hernandez,2010,Braves,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68362,3/3/10,Eric O'Flaherty,2010,Braves,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68363,3/3/10,Gary Hyde,2010,Braves,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68364,3/3/10,Jair Jurrjens,2010,Braves,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68365,3/3/10,Jordan Schafer,2010,Braves,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68366,3/3/10,Jose Ortegano,2010,Braves,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68367,3/3/10,Kris Medlen,2010,Braves,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68368,3/3/10,Luis Valdez,2010,Braves,re-signed free agent to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68369,3/4/10,Mitchell Boggs,2010,Cardinals,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68370,3/4/10,Nick Stavinoha,2010,Cardinals,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68371,3/4/10,P.J. Walters,2010,Cardinals,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68372,3/4/10,Shane Robinson,2010,Cardinals,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68373,3/4/10,Tyler Greene,2010,Cardinals,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68376,3/4/10,Alexi Ogando,2010,Rangers,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68377,3/4/10,Chris Davis,2010,Rangers,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68378,3/4/10,Darren O'Day,2010,Rangers,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68379,3/4/10,Elvis Andrus,2010,Rangers,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68380,3/4/10,Eric Hurley,2010,Rangers,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68381,3/4/10,Guillermo Moscoso,2010,Rangers,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68382,3/4/10,Jarrod Saltalamacchia,2010,Rangers,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68383,3/4/10,Joaquin Arias,2010,Rangers,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68384,3/4/10,Matt Harrison,2010,Rangers,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68385,3/4/10,Max Ramirez,2010,Rangers,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68386,3/4/10,Nelson Cruz,2010,Rangers,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68387,3/4/10,Pedro Strop,2010,Rangers,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68388,3/4/10,Taylor Teagarden,2010,Rangers,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68389,3/4/10,Warner Madrigal,2010,Rangers,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68390,3/4/10,Alberto Callaspo,2010,Royals,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68391,3/4/10,Billy Butler,2010,Royals,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68394,3/4/10,Brian Stokes,2010,Angels,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68395,3/4/10,Jason Bulger,2010,Angels,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68396,3/4/10,Kevin Jepsen,2010,Angels,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68397,3/4/10,Matt Palmer,2010,Angels,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68398,3/4/10,Rafael Rodriguez,2010,Angels,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68399,3/4/10,Yovani Gallardo,2010,Brewers,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68400,3/4/10,,2010,Cardinals,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68401,3/4/10,Adam Ottavino,2010,Cardinals,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68402,3/4/10,Allen Craig,2010,Cardinals,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68403,3/4/10,Blake Hawksworth,2010,Cardinals,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68404,3/4/10,Brendan Ryan,2010,Cardinals,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68405,3/4/10,Bryan Anderson,2010,Cardinals,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68406,3/4/10,Colby Rasmus,2010,Cardinals,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68407,3/4/10,Daryl Jones,2010,Cardinals,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68408,3/4/10,David Freese,2010,Cardinals,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68409,3/4/10,Floyd Norrick,2010,Cardinals,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68410,3/4/10,Francisco Samuel,2010,Cardinals,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68411,3/4/10,Jaime Garcia,2010,Cardinals,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68412,3/4/10,Jason Motte,2010,Cardinals,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68413,3/4/10,Joe Mather,2010,Cardinals,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68414,3/4/10,Jon Jay,2010,Cardinals,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68415,3/4/10,Josh Kinney,2010,Cardinals,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68416,3/4/10,Kyle McClellan,2010,Cardinals,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68417,3/4/10,Mark Hamilton,2010,Cardinals,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68418,3/4/10,Matt Pagnozzi,2010,Cardinals,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68419,3/4/10,Brandon Wood,2010,Angels,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68420,3/5/10,Al Alburquerque,2010,Rockies,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68421,3/5/10,Carlos Gonzalez,2010,Rockies,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68422,3/5/10,Chaz Roe,2010,Rockies,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68423,3/5/10,Chris Nelson,2010,Rockies,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68424,3/5/10,Dexter Fowler,2010,Rockies,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68425,3/5/10,Edgmer Escalona,2010,Rockies,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68426,3/5/10,Eric Young Jr.,2010,Rockies,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68427,3/5/10,Esmil Rogers,2010,Rockies,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68428,3/5/10,Franklin Morales,2010,Rockies,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68429,3/5/10,Greg Reynolds,2010,Rockies,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68430,3/5/10,Greg Smith,2010,Rockies,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68431,3/5/10,Hector Gomez,2010,Rockies,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68432,3/5/10,Ian Stewart,2010,Rockies,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68433,3/5/10,Jhoulys Chacin,2010,Rockies,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68434,3/5/10,Juan Nicasio,2010,Rockies,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68435,3/5/10,Matt Daley,2010,Rockies,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68436,3/5/10,Michael McKenry,2010,Rockies,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68437,3/5/10,Ryan Harvey,2010,Rockies,signed free agent,free agency,0,1,2010,2011,,2010
68438,3/5/10,Samuel Deduno,2010,Rockies,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68439,3/5/10,Seth Smith,2010,Rockies,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68440,3/5/10,Shane Lindsay,2010,Rockies,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68442,3/6/10,Jacob Wald,2010,Diamondbacks,signed free agent (from Giants),free agency,0,1,2010,2011,,2010
68447,3/7/10,Alex Burnett,2010,Twins,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68448,3/7/10,Alexi Casilla,2010,Twins,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68449,3/7/10,Anthony Swarzak,2010,Twins,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68450,3/7/10,Brian Duensing,2010,Twins,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68451,3/7/10,Danny Valencia,2010,Twins,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68452,3/7/10,Denard Span,2010,Twins,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68453,3/7/10,Deolis Guerra,2010,Twins,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68454,3/7/10,Drew Butera,2010,Twins,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68455,3/7/10,Estarlin De Los Santos,2010,Twins,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68456,3/7/10,Glen Perkins,2010,Twins,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68457,3/7/10,Jeff Manship,2010,Twins,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68458,3/7/10,Jose Mijares,2010,Twins,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68459,3/7/10,Jose Morales,2010,Twins,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68460,3/7/10,Kevin Slowey,2010,Twins,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68461,3/7/10,Loek Van Mil,2010,Twins,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68462,3/7/10,Luke Hughes,2010,Twins,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68463,3/7/10,Matt Tolbert,2010,Twins,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68464,3/7/10,Nick Blackburn,2010,Twins,re-signed to a 4-year contract extension through 2013 with an option for 2014,re-signinging,0,4,2010,2013,an option for 2014,2010
68465,3/7/10,Rob Delaney,2010,Twins,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68466,3/7/10,Trevor Plouffe,2010,Twins,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68467,3/7/10,Wilson Ramos,2010,Twins,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68468,3/8/10,Trevor Cahill,2010,Athletics,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
68469,3/8/10,Vin Mazzaro,2010,Athletics,re-signed to a 1-year contract,re-signinging,0,1,2010,2011,,2010
